chunk_id,text,question,reference_answer
Dissertation_Boettcher_Sebastian (1)_chunk_276.txt,"While thereareafewdifferentmethodologiesofcreatingtheseensemblesoflearners,thetwomost prominentandwidelyusedarebrieflydescribedhere: Bagging: Bootstrap aggregation, also called bagging, is a method of independently training multipleindividualclassifierswithrandomlysampleddatafromthetrainingdatasetin parallel.…",,
fneur-12-690404_chunk_155.txt,"Epilepsy Behav. (2019) Friedman D, et al. Wrist sensor reveals sympathetic hyperactivity 96:183–91.doi:10.1016/j.yebeh.2019.04.018 FrontiersinNeurology|www.frontiersin.org 9 July2021|Volume12|Article690404Brinkmannetal.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1237.txt,"PI inSUDEPcaseshasoftenbeenobservedincombinationwithapronepositioninthebed[303, 323–329], a variable that could add a layer in the assessment of SUDEP risk.…",,
open-dataseizure_chunk_47.txt,"In Section VI, a comprehensive from clinical trials conducted in EMUs, where the environmental discussionofthispaper’sfindingsandfinally,SectionVIIconcludes dynamics are closely regulated [22] .…",,
Survey on Non-EEG seizure detection (1)_chunk_9.txt,"C. Multimodal Sensor Fusion ● AI can combine multiple non-EEG signals (e.g., heart rate, skin conductance, movement) to improve accuracy. ● More comprehensive seizure detection compared to EEG alone.…",,
fneur-12-690404_chunk_125.txt,"performance using multiday cycles measured from implantable Wearabledevicesprovideanopportunitytoaugmentseizure EEG (114, 115), although prospective validation is needed.…",,
fneur-12-690404_chunk_194.txt,"HollingerA,SemmlackS,DeMarchisGM,SpiegelR,HunzikerS,RüeggS, 40:88–101.doi:10.1016/j.seizure.2016.06.008 etal.Associationsbetweenperiodicsocialeventsandstatusepilepticus-An 51.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1425.txt,"This study aims to de- termine which of these approaches may work best for focal motor seizures going forward, givingguidanceforthedesignoffuturestudiesinthefield. Followingthestudyclassification suggested by Beniczky et al.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_2156.txt,"[321] JonathanKuo,WenjieZhao,Chin-ShangLi,JeffreyD.Kennedy,andMasudSeyal.“Postictalimmobility andgeneralizedEEGsuppressionareassociatedwiththeseverityofrespiratorydysfunction”. In:Epilepsia57.3(Mar.2016),pp.412–417.doi:10.1111/epi.13312(cit.onpp.80,82,87).…",,
Dissertation_Boettcher_Sebastian (1)_chunk_539.txt,"[225] also include FSs in their data set (see Section 2.3.1), but do not further specify performances of their methodology for these seizure types in a comparable manner.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1756.txt,"Furthermore,judgingfromthere- sultsofthefocalmotorseizuredetection,individualizedanalysisislikelytobetheonlyworth- whilepathway,atleastwithcurrentwearablebiosignalmodalities.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_653.txt,"Theparticularseizuresemiologytypestargetedinastudymayaffectthestudydesign,de- vice choice, and data annotation protocols.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1447.txt,"This calculation would result in one feature vector, for the next the windows would all be shifted by an interval of T = 2s to the right. Abscissa nottoscale.…",,
ijerph-18-05780-v3_chunk_62.txt,"Inthisdatabase,therearesufficientdataavailable(atleastthree mainseizuresand3hinter-ictalrecording)from13patients[35].Int.J.Environ.Res.PublicHealth2021,18,5780 6of33 2.1.3.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_989.txt,"Themeanscoreofthe8validationruns wasthensavedastheperformanceofthecurrentparametercombination,andtheentireval- idation process was repeated for the next parameter combination.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_2098.txt,"[268] TomoyasuIkeno,HideoShigematsu,MasakoMiyakoshi,AkiraOhba,KazuichiYagi,etal. “Ananalyticstudyofepilepticfalls.”In:Epilepsia26.6(Dec.1985),pp.612–21. doi:10.1111/j.1528-1157.1985.tb05701.x(cit.onp.40).…",,
Dissertation_Boettcher_Sebastian (1)_chunk_53.txt,"Convulsivetonic-clonic seizures are typically followed by a period of unconsciousness and immobility, significantly increasing the risk of sudden unexpected death in epilepsy.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_20.txt,"Die Leistung des Modells ist mindestens gleichwertig mit dem Stand der Technik, beieinerkorrektenErkennungvonüber90ProzentderAnfallsereignisseundeinerFehlalarm- rate von weniger als 0,5 Prozent pro Tag.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1814.txt,[25] CommissiononClassificationandTerminologyoftheInternationalLeagueAgainstEpilepsy. “ProposalforRevisedClinicalandElectroencephalographicClassificationofEpilepticSeizures”.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_80.txt,74 4.2 PotentialUseofTonic-ClonicSeizureDetection . . . . . . . . . . . . . . . . . 80 4.2.1 Introduction . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 80 4.2.2 Methods . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .…,,
1-s2.0-S1525505023004055-main_chunk_2.txt,"Real-time alarms, trig- Accepted7October2023 geredbyseizuredetectiondevices,areneededforsafetyandpreventiontodecreaseseizure-relatedmor- Availableonline17October2023 bidityandmortality,aswellasobjectivequantificationofseizurefrequencyandseverity.Ourreview strivestoprovideastate-of-the-artonautomatedseizuredetectionusingnon-invasivewearabledevices Keywords: inanambulatory(home)environmentandtohighlighttheprospectsforfutureresearch.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_2109.txt,"“SmartWearablesforCardiacMonitoring-Real-WorldUsebeyondAtrialFibrillation.” In:Sensors(Basel,Switzerland)21.7(Apr.2021),p.2539.doi:10.3390/s21072539(cit.onp.40). [277] GiacomoCappon,GiadaAcciaroli,MartinaVettoretti,AndreaFacchinetti,andGiovanniSparacino.…",,
1-s2.0-S1525505023004055-main_chunk_131.txt,https://doi.org/10.1016/j.cmpb.2020. 2023-000442[PMID:37547054;PMCID:PMC10401242]. 105472105472.…,,
ijerph-18-05780-v3_chunk_57.txt,TheEEGsignalswererecorded using128-channelNeurofileNTsystemwith6contactselectrodes(threefocalandthree extrafocal)anddigitizedbya16bitsA/Dwithsamplerateof256Hz.…,,
cureus-0016-00000057037_chunk_154.txt,"These systems harness wearable technology and real-time monitoring to deliver integrated and personalized treatment solutions, empowering patients to monitor, track, and enhance their health [49].…",,
Research projects_PGE4_PGE5_chunk_29.txt,The initiative addresses the need for accurate and efficient analysis of pet radiology images to support veterinarians in diagnosing and managing animal health conditions.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_1611.txt,"Comparingtheseperformances,andfurtherresultsfromotherrelatedworkwhichdidnot report their outcomes per seizure type or per participant (Table 5.7), to this study’s results (Table5.6),itbecomesclearthatasensitivityof75%inanindependenttestsetoffocalmotor seizures is in fact among the top performing methodologies regarding this seizure type only.…",,
ijerph-18-05780-v3_chunk_103.txt,"[55] split the EEG signals of CHB-MIT with 23channelsinto2stimewindowsandthenconvertedthemintodensityimages(spatial representation),whichwerefedasinputstotheCNNnetwork.…",,
open-dataseizure_chunk_43.txt,"a database could advance epilepsy research through data sharing Another commercially available device, Seer Medical’s smartwatch andcollaboration[27],enablingresearcherstoinvestigateinnovative has yielded a mean area under curve (AUC), a sensitivity, and a concepts such as patient-specific and seizure-specific detection.…",,
682772_chunk_137.txt,"loss scores for training and validation sets (Fig.9-10). Additionally, data access requires user registration with OSD and TABLEVI: Hyper parameter configuration used for 1D CNN model compliance with the guidelines specified in the OSDB licence [43].…",,
Dissertation_Boettcher_Sebastian (1)_chunk_781.txt,Figure 3.2 highlights data completeness considerations for a patient in the UKF cohort. Two gaps in the data as well as missing seizures can be seen in this example.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_451.txt,BIOSIGNALMODALITIES 31 0 5 10 15 20 25 30 35 40 45 50 Seconds ].u.a[ PVB 0 200 400 600 800 Milliseconds distorted pulse signal clean pulse signal severe movement artifacts ].u.a[ PVB systolic peak diastolic peak dicrotic notch 0 2 4 6 8 Seconds ].u.a[ PVB A B C Figure 2.4: Detailed look at the BVP raw signal as recorded by the Empatica E4 wearable device.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_704.txt,"viaBluetooth,andacustom-builtAndroidapplicationwasusedtoreceivetherawdatadirectly fromthewearabledeviceanduploadthemtoadatastorageserverontheclinicpremises(Fig- ure 3.1).…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1702.txt,"6.1.1 Diversity of Epileptic Seizures Theextremeheterogeneityofepilepticseizures,especiallythoseoffocalonsetwithoutgener- alization,hasbeendiscussedinthisthesisonvariousoccasions.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_886.txt,automatic synchronization with the Android companion device whenever the E4 connected toit. Theseizuredetectionmethodologiesandmachinelearningalgorithmsusedintheanalysis relyongap-lessdataforallincludedbiosignalmodalities.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_862.txt,"ThisOS-specifictimeisregularlysynchronizedwiththeinternal timeofthevideo-electroencephalography(vEEG)systemoftheepilepsymonitoringunit. The appthenregularlysendsthecollecteddatatoaningest-,processing-,andstorageserver.…",,
ijerph-18-05780-v3_chunk_282.txt,"Craik,A.;He,Y.;Contreras-Vidal,J.L.Deeplearningforelectroencephalogram(EEG)classificationtasks:Areview.J.NeuralEng. 2019,16,031001. [CrossRef] 30. Ghassemi,N.;Shoeibi,A.;Khodatars,M.;Heras,J.;Rahimi,A.;Zare,A.;Pachori,R.B.…",,
ijerph-18-05780-v3_chunk_23.txt,"Incontrast,structuralMRI(sMRI)anddiffusiontensorimaging(DTI)are amongthemostsignificantstructuralneuroimagingtechniques[4,14]. Inthediagnosisof epilepticseizures,functionalneuroimagingmodalitiesaremorecommonlyappliedthan structuralmodalities[4–9].…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1077.txt,DETECTIONOFTONIC-CLONICSEIZURES 77 Figure4.5: TheseizureofparticipantLO1thatwasnotdetectedbythemodelandthesingle falsenegativethatwasproducedduringtheevaluation.…,,
Epilepsia - 2021 - Tang - Seizure detection using wearable sensors and machine learning  Setting a benchmark_chunk_73.txt,"(B) A convolutional neural network (Conv: Convolutional, ReLU: Rectified Linear Unit) is used to analyze raw time series data.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1979.txt,"doi:10.1088/0967-3334/21/3/303(cit.onp.30). [171] MohamedElgendi.“OntheAnalysisofFingertipPhotoplethysmogramSignals”. In:CurrentCardiologyReviews8.1(June2012),pp.14–25.doi:10.2174/157340312801215782 (cit.onp.30).…",,
Epilepsia - 2021 - Tang - Seizure detection using wearable sensors and machine learning  Setting a benchmark_chunk_108.txt,"Abbreviations: ACC, accelerometry; AUC-R OC, area under the receiver operating characteristic curve; BVP, blood volume pulse; EDA, electrodermal activity.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1799.txt,"[10] JohnF.Annegers,WalterA.Rocca,andW.AllenHauser. “CausesofEpilepsy:ContributionsoftheRochesterEpidemiologyProject”. In:MayoClinicProceedings71.6(June1996),pp.570–575.doi:10.4065/71.6.570(cit.onp.3).…",,
Dissertation_Boettcher_Sebastian (1)_chunk_240.txt,"The constructs imple- mentingthisinferencearecalledmodels,andthemethodologiesthatgovernthesemodelsare generallydescribedbythreedifferentprinciples: SupervisedLearning: Theinputtothemachinelearningmodelislabeleddata,thatis,each data sample is given a specific description in relation to the problem at hand.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_2119.txt,"In:Neurology92.3(Jan.2019),E171–E182.doi:10.1212/WNL.0000000000006785 (cit.onp.45). [286] CharlesÁkosSzabó,LolaC.Morgan,KameelM.Karkar,LindaD.Leary,OctavianV.Lie,etal.…",,
682772_chunk_204.txt,"[20] M.Z.Pohetal.,Autonomicchangeswithseizurescorrelatewithpostictal EEGsuppression,Neurology,vol.78(23),pp.1868–1876,2012.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1420.txt,"Inthesupervisedmethodologyemployedheredataarefirstlabeled,basedon parallel video-electroencephalography (vEEG) monitoring, as “seizure” or not “seizure”, and thenprocessedintomeaningfulfeaturesandgiventothemachinelearningmodelfortraining.…",,
fneur-12-690404_chunk_234.txt,"Hofstra WA. The circadian rhythm and its interaction with mHealthuHealth. (2018)7:e11734.doi:10.2196/preprints.11734 human epilepsy: a review of literature. Sleep Med Rev. (2009) 88. Muse ED, Barrett PM, Steinhubl SR, Topol EJ.…",,
ijerph-18-05780-v3_chunk_327.txt,"Tian,X.;Deng,Z.;Ying,W.;Choi,K.-S.;Wu,D.;Qin,B.;Wang,J.;Shen,H. ;Wang,S.DeepMulti-ViewFeatureLearningfor EEG-BasedEpilepticSeizureDetection.IEEETrans.NeuralSyst.Rehabil.Eng.2019,27,1962–1972. [CrossRef]Int.J.Environ.Res.PublicHealth2021,18,5780 30of33 78.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_411.txt,"The mostimportantconstraintoftheACCsensorsystemistheanalog-to-digitalconversion,which placesaminimumandmaximumrangeandsensitivityontheoutputsignal[144].…",,
Dissertation_Boettcher_Sebastian (1)_chunk_2082.txt,"[257] ShitanshuKusmakar,RamanathanMuthuganapathy,BernardYan,TerenceJ.O’Brien,and MarimuthuPalaniswami.“Gaussianmixturemodelfortheidentificationofpsychogenicnon-epileptic seizuresusingawearableaccelerometersensor”.In:201638thAnnualInternationalConferenceofthe IEEEEngineeringinMedicineandBiologySociety(EMBC).Vol.2016-Octob.IEEE,Aug.2016, pp.1006–1009.isbn:978-1-4577-0220-4.doi:10.1109/EMBC.2016.7590872 (cit.onpp.40,45,54).154 BIBLIOGRAPHY [258] MassimilianoPau,SilviaCaggiari,AlessandroMura,FedericaCorona,BrunoLeban,etal.…",,
cureus-0016-00000057037_chunk_96.txt,"This integration facilitates the seamless transfer of vital signs data from wearable devices into EHR systems, obviating manual data entry processes and ensuring accurate and timely access to patient health information [30].…",,
Dissertation_Boettcher_Sebastian (1)_chunk_988.txt,"Once the model was trained, it was then tested on the complete dataofthevalidationparticipantintherespectiveround,andtheprocesswasrepeated7more times,cyclingthroughtheparticipantsforvalidation.…",,
1-s2.0-S1525505023004055-main_chunk_60.txt,"Study Modality Numberofpatients/ Sensitivity FAR Detection numberofseizures latency Beniczkyetal.,2013[25] Accelerometry 73/39 90%forTCS 0.2/day 55seconds Arendsetal.,2018[26] Accelerometry&heartrate 28/377 81%forTCS 0.03/night Notdetermined Beniczkyetal.,2018 Surfaceelectromyography 71/32 94%forTCS 0.7/day(0.01/night) 9seconds [27] Onoratietal.,2021* Accelerometry& 152/36 Children:92% Children:1.26/day 37seconds [28] electrodermalactivity Adults:94%,forTCS.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1920.txt,"[119] JonasDuun-Henriksen,MaximeBaud,MarkP.Richardson,MarkCook,GeorgeKouvas,etal. “Anewerainelectroencephalographicmonitoring?Subscalpdevicesforultra–long-termrecordings”. In:Epilepsia61.9(Sept.2020),pp.1805–1817.doi:10.1111/epi.16630(cit.onpp.26,65).…",,
Dissertation_Boettcher_Sebastian (1)_chunk_457.txt,"Note that this does not capture the core temperature, so measured values are often lower than those commonly known for human core body temperature, for example, when determining fever, and are more prone to environmental influences [182].…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1441.txt,These featuresarechosentomeaningfullyrepresentthechangesinthesignalbetweenictal(seizure) and inter-ictal (non-seizure) phases.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_1013.txt,Table 4.2 lists the clinical and demographic information of the participants. They were 40% (4/10) female and on average 32.7 (SD 11.2) years old. The etiology of epilepsy for 2 participants was unknown at the time of recruitment.…,,
Survey on Non-EEG seizure detection_chunk_9.txt,"● Management: Involves removing hazards, placing the individual in the recovery position, and administering medications like benzodiazepines. Follow-up care may include anti-seizure medication.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1050.txt,4.1.4 Discussion PrincipalFindings TheresultsshowthattheGBTmodelcanrobustlydetectTCSsfromnon-EEGwearabledevice data.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_2138.txt,"[304] ChristianHoppe,AnnkathrinPoepel,andChristianE.Elger. “Epilepsy:Accuracyofpatientseizurecounts”.In:ArchivesofNeurology64.11(2007),pp.1595–1599. doi:10.1001/archneur.64.11.1595(cit.onpp.65,104).…",,
Dissertation_Boettcher_Sebastian (1)_chunk_225.txt,"ACCcapturesanymovementthewearerofthedevicemakeswiththebodypartthewear- ableisattachedto,usuallytheleftorrightarminthecaseofthiswrist-worndevice,althoughit canbewornontheanklesaswell.…",,
open-dataseizure_chunk_52.txt,"OSD, established in 2013, is the largest open- of seizure detection models. The use of multimodal sensors shows sourceseizuredetectionsoftwarepackage,distributedundertheopen- promise in achieving this goal.…",,
ijerph-18-05780-v3_chunk_328.txt,"Ansari, A.H.; Cherian, P.J. ; Caicedo, A.; Naulaers, G.; De Vos, M.; Van Huffel, S. Neonatal Seizure Detection Using Deep ConvolutionalNeuralNetworks.Int.J.NeuralSyst.2019,29,1850011. [CrossRef] 79.…",,
Research projects_PGE4_PGE5_chunk_65.txt,"Key features include natural language understanding for context-aware conversations, dynamic updates to reflect evolving regulations, and tailored advice based on user-specific scenarios.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1292.txt,"This work proposes a multimodal approach to detect FSs, which has thus far been a new andunderexploredavenueinepilepticseizuredetection.…",,
ijerph-18-05780-v3_chunk_361.txt,"2019,3,41–50. [CrossRef] 110. Hussein,R.;Palangi,H.;Wang,Z.J.…",,
cureus-0016-00000057037_chunk_217.txt,"Angelides MC, Wilson LA, Echeverría PL: Wearable data analysis, visualisation and recommendations on the go using android middleware. Multimed Tools Appl. 2018, 77:26397-448. 10.1007/s11042-018-5867-y 27.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1772.txt,"Fu- tureimprovementsofbiosignalsensors,batteries,andthedesignofwearabledeviceswillsub- stantially advance the possibilities of a generic, ambulatory seizure detection system.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_320.txt,"Nevertheless, patients who suffer from seizures that could be dangerous or life-threatening, that is, being at risk of sudden unexpected death in epilepsy, need seizure alarms.…",,
fneur-12-690404_chunk_43.txt,"wrist-wornPPGsensors(42).Nevertheless,wearablebiosensors Arm-bandstylewearablebiosensorsareavailable(Biofourmis, remainofinterestforepilepsymanagement,aschangesinsleep BrainSentinel), and many adhesive wearable sensors can be quality(43),exercise(i.e.,heartrateandmotiontracking)(44), placed on the arm (Byteflies).…",,
Dissertation_Boettcher_Sebastian (1)_chunk_623.txt,"Generally,thisisdoneeither by leveraging predictable cyclic structures in the occurrences of seizures for some patients, or by deep learning modeling with wearable data.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_184.txt,"Anti-epileptic drugs (AEDs) can potentially suppress seizures in two out of three PWEs, but they rarely change the long-term prognosis, which is most affected by epilepsy surgery [14].…",,
Research projects_PGE4_PGE5_chunk_9.txt,"By establishing standardized benchmarks, the project will facilitate the development of more reliable, efficient, and interpretable models that align with the specific demands of EHRs.…",,
fneur-12-690404_chunk_294.txt,"• Internet connectivity: Broadband or 4G internet is required to transmit data efficiently. Devices can only store a limited amount of data internally before requiring upload to an Arm Bands associateddevice(e.g.,viaBluetooth)orthecloud.…",,
open-dataseizure_chunk_97.txt,"""hr"": 87, ""o2Sat"": 0, ""rawData"": [x1, x2, x2, ... ,x125], D. DatabaseSchema ""rawData3D"": [x1, y1, z1, ... ,z375], ""roiPower"": 4, The database schema for the OSDB was carefully anonymized ""roiRatio"": 40, and preprocessed, and the data was converted into a series of JSON ""simpleSpec"": [s1, s2, ... , s10], scripts.…",,
open-dataseizure_chunk_211.txt,"[Online] Available: https://www. openseizuredetector.org.uk [30] University of West London, University of West London, London, UK,2022. [Online]Available:https://www.uwl.ac.uk [31] Open Seizure Detector, Open Seizure Detector, Hartlepool, UK, 2013.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_956.txt,"Forthisfeatureselection,relatedliteratureinthefieldofwearable seizure detection was consulted to narrow down window sizes that effectively capture rele- vantsignalchangesintimeandidentifyfeaturetypesthatweresuccessfullyusedpreviously.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_521.txt,[226]present a study with an upper-arm-worn wearable device recording ACC and PPG data exclusively during the night.…,,
cureus-0016-00000057037_chunk_118.txt,"Factors such as comfort, discretion, and the burden of charging play pivotal roles in user acceptance and adherence.…",,
Epilepsia - 2021 - Tang - Seizure detection using wearable sensors and machine learning  Setting a benchmark_chunk_39.txt,"For temperature values device clocks higher than 45° or lower than 27°, we added 10- min safety windows to both ends of the segment, and we excluded this The wearable device and EEG monitor record with independ- time window from the study. ent clocks.…",,
cureus-0016-00000057037_chunk_172.txt,"Studies have shed light on significant inequities in the utilization of wearable health devices, with factors such as age, education, and income exerting influence on their adoption among individuals with cardiovascular disease or those at risk for it [55].…",,
Dissertation_Boettcher_Sebastian (1)_chunk_2036.txt,"[218] FatemehMohammadpourTouserkani,EleonoraTamilia,FrancescaCoughlin,SarahHammond,RimaEl Atrache,etal.“Photoplethysmographicevaluationofgeneralizedtonic-clonicseizures”. In:Epilepsia61.8(Aug.2020),pp.1606–1616.doi:10.1111/epi.16590(cit.onp.35).…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1561.txt,"Inthiscross-validation,themodelwiththebest-performingparametercombina- tionwasabletorecognizeatotalofeightofthetwelveseizures(overallsensitivity67%,mean 72%, and range 50% to 100%) in the validation set, with a mean FAR of approximately one116 CHAPTER5.…",,
open-dataseizure_chunk_99.txt,"Version 1 of the OSDB is available upon ""seizureTimes"":[-20, 60], request through the OSDB GitHub repository.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1261.txt,"Assuch,thedetectorwouldonlyrecognizetheseizurewhenthePI phasehasalreadybegun,orpossiblyevenafterit. Aconvulsiveseizuredetectorasapre-stage foraPIwarningsystemwouldneedtofeatureadetectiondelayofatmostafewsecondstobe useful.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_234.txt,"FUNDAMENTALSOFSEIZUREDETECTION 13 1.3 Fundamentals of Seizure Detection «Untilrecently,recordedseizureshavebeeninspectedonlyifthetimeoftheiroc- currencewasreported[...].…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1818.txt,"In:Epilepsia58.4(Apr.2017),pp.522–530.doi:10.1111/epi.13670 (cit.onpp.4–7,38,65,104,117,128). [28] AnnJacoby,DeeSnape,andGusABaker.…",,
cureus-0016-00000057037_chunk_1.txt,"Open Access Review Article DOI: 10.7759/cureus.57037 Advancements in Wearable Digital Health Technology: A Review of Epilepsy Management Abhinav Ahuja 1, Sachin Agrawal 1, Sourya Acharya 1, Nitesh Batra 1, Varun Daiya 1 Received 03/16/2024 Review began 03/16/2024 Review ended 03/23/2024 1.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_202.txt,"While wearable technology in a broader sense has existed for some hundred years, wearable elec- tronic computing devices only emerged in the 1970s and 1980s [71].…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1784.txt,106 5.5 OverviewofFeatureComputationMethodologyforFSDetection . . . . . . . 107 5.6 FlowchartofParticipantandDataSetSelection . . . . . . . . . . . . . . . . . 111 5.7 TruePositiveExamplesofFSDetection . . . . . . . . . . . . . . . . . . . . . .…,,
682772_chunk_194.txt,"Researchers investigating non-EEG detection can access Recognition,IntJNeuralSys,vol.26,pp.1650037,Apr2016.…",,
fneur-12-690404_chunk_276.txt,(2012)53:93– (2011)2011:1624–7.doi:10.1109/IEMBS.2011.6090469 7.doi:10.1111/j.1528-1167.2012.03444.x FrontiersinNeurology|www.frontiersin.org 12 July2021|Volume12|Article690404Brinkmannetal. SeizureMonitoringOutsidetheClinic 130.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_825.txt,"Here, clinicians, researchers, developers, manufacturers, as well as patients could collaborate and contribute to the advancement of the treatment of epilepsy with the use of wearable devices.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_774.txt,"Some of these causes for data incompleteness can be avoided, for example, by the careful preparation of a study protocol detailing proper usage of the device. Others are inevitable, and some gaps in the data set are unavoidable.…",,
Dissertation_Boettcher_Sebastian (1)_chunk_1758.txt,Future studies or spe- cific case reports on these examples may benefit the general understanding of some epileptic seizuretypesandadvancenon-motorseizuredetectionwithwearables.…,,
Dissertation_Boettcher_Sebastian (1)_chunk_1558.txt,An overview of the per-participant results of this evaluation can be found in Table 5.6 under “Intra-SubjectEvaluation”.…,,
